,name,title,rating,date,text,helpful_vote
10,Honey,I didn't get any scoop with it!,4,29-Sep-18,"The product looks genuine, the container mouth is not sealed. If you are slim/skinny  guy wanted to increase weight then go for it, scense it's just protein not at all harmful but avoid over consumption.1) take 24 gm of whey protein and mix it with milk and some dry fruits, banana, or strawberry (not compulsory).2) mix them all in a mixer and drink.3) do not exceed more then twice serving a day.4) if you don't exercise then plz start from now like running, skipping, push up etc.Or download a bodybuilding app which will guide you.5) kindly manage your diet and consume more fruits and vegetables. Try to compulsory have curd/yogurt in lunch with plate full of salad.6) the most imp. Avoid junk food.Good luck.??",
11,Anirban Halder,Completely Inedible,1,11-Feb-19,"Asked for Double rich chocolate, I checked the flavor only later to find it's something else completely which is not mentioned anywhere on the box. Had one sip and had spit it out immediately as it was so bad. I don't know what they have delivered. I had ordered the same powder twice before, and it was fine. This time however it's something completely Inedible.",
12,Pramod,Destroyed my health completely In a hospital Now,1,17-Aug-19,Seriously after all the research I ordered this online I was 72 kg already wanted to gain some muscle but this powder literally destroyed my heatlh completely after taking it for a week headache digestive problems became so regular it was hard for me to digest anything hair started falling very poorly now I am in a hospital and doctor told me the protien powder that u were consuming was fake and inferior ingredients were used guys pls pls pls hit gym regularly u will gain muscle yes it will take some time but don't waster your hard earned money on this life destroying products,
13,shrey,100 percent Fake. DON'T USE FAKE NITROGENOUS PROTEIN POWDER.VERY DAMAGING,1,1-Jul-19,I have used this powder bought from USA and after it I bought it on Amazon and what i found is it's totally fake.1. There is a major taste difference.2. There is something white powder mixed in this product which was not present in USA product.3. It doesn't blend in with water easily as compared to usa product4. As a doctor i would not recommend to use a fake product in case of protein because protein is basically nitrogenous product and it can be very damaging for your body and kidney. Please don't use this fake product.,
14,ameen,Product verification-- duplicate,1,29-Oct-18,I cross checked with glanbia. Still i didnt get any feedback.Finally i comfirmed its duplicate product,
15,Amazon Customer,Compromised on quality for India manuf high profits no discount to Indian customers,1,31-Jan-22,"The media could not be loaded.
                



?Package quality of instruction sticker very bad for India manuf double chocolate flavour, looks compromised for cost when compared to imported. I hope similarly the inner content of protein powder is not compromised. Difficult to say now. Compromise is evident on brand sticker which in itself is a proof that there may be compromise on quality for more profits, as the local manuf and plus is still same price, then why consumers to buy localised product with quality compromise. We may buy some other brand which is imported as In india the food quality checks cannot be trusted and stringent as USA quality. Very bad, now we can't trust the system authentication as the system authenticated product itself looks compromised. Manufactured in India was hidden by a sticker for some reason I don't know why. So it seems Optimum Nutrition wants just profits on his brand and any Tom Dick Harry will manuf in india.",
16,Hari B.,Old product delivery !! Very bad!!,1,12-Aug-21,"The media could not be loaded.
                



?I've ordered and received this product by March 2021... I've consumed only 30% of this protein powder. I didn't notice the expiry date.. I've been using since March and have been out of station for a while..  When I started using again it is August 2021 already and it tastes no good and found lumps...  Then when I check the expiry date it was expired July 2021 and manufactured date was July 2019.. How come the company supply products with such short expiry dates and expect consumers to consume it quick????  It is very expensive by the way....  Really such a bad experience with such big company...",
17,Shrinivas,Authentic and Best Product,5,7-Jul-19,"The product I received is Authentic and Tastes so good.Many People are confused on how to check the Authenticity of this product and that's why I'm writing this review to help you out. Following are the things you need to check and that determines the authenticity.-----------------------------------------------------------------------------------------------------------------------------------------1. The Seal. ON has it's black seal with golden ON hologram on it. It's the part of plastic and isn't any sticker.2. The Spelling mistake. ISOLATE & ISOLATES both are AUTHENTIC. ISOLATE is from USA & ISOLATES is from UK.3. The Bright Commodities Sticker and Scratch code which you can check by visiting their website.4. The BOX doesn't come with INNER SEAL. If you don't find SEAL INSIDE THEN IT IS AUTHENTIC.5. The INSIDE of the CAP. It has MADE IN USA written on it.6. The ON LOGO on the SCOOP. If the SCOOP HAS ON LOGO then it's AUTHENTIC.7. The MFD on the tub which will be TWO YEARS DIFFERENCE and WHEN SCRATCHED, IT GOES.8. The MIXABILITY of the powder, IT WILL GET MIXED VERY EASILY IN 30 SECONDS.-----------------------------------------------------------------------------------------------------------------------------------------IF you get all the above things right then your product is AUTHENTIC.The product is really good and i could see the RESULTS FROM DAY ONE itself and it TASTES GOOD but the taste stays in your mouth for a while. I just use a glass and a spoon to mix and it MIXES IN 30 SECONDS leaving NO LUMPS.It FEELS LIGHT and DOESN'T BLOAT. MUSCLE RECOVERY is really quick.If you are LACTOSE INTOLERANT then YOU SHOULD BUY IT because IT DOESN'T HARM YOU.MUSCLE BLAZE WHEY GAVE ME PIMPLES BUY ON WHEY DIDN'T GIVE ME ANY PIMPLES.Go for it and you won't regret.Happy Lifting",
18,Vaibhav Sharma,MUST READ,5,29-Mar-19,"I've ordered this protein supplement for the second time. ON is a benchmark setting brand name and their products are mostly helpful. Here's what I think about this protein-1) Best flavor - mocha cappuccino, double chocolate2) Taste - 5/53) Mixablility - 4.5/5 (mix well even with spoon, no shaker needed.)4) Effectiveness - 4.5/5 (visible muscle gains along with proper diet)5) Side effects - NONEAbout product quality - scratch the hologram and enter the code at their website. It'll confirm your product authentication.",
19,DOCTOR STARK,Don't think much. It's 100% original,5,12-Aug-21,"So I read a lot of reviews saying it's fake/Glanbia is providing fake products. Nope. It's not but to be on a safer side I went and thoroughly researched all the details. In India, there are 2 official distributers, Glanbia and Bright commodities. Glanbia's official distributor partner for Amazon is cloudtail. So I don't think anyone should worry product authenticity. Just make sure of three things-1.The scratch code is totally unscratched when received2. The lid has a golden hologram of ON3. The Scoop inside is transparent.Don't worry about anything else.Enjoy the shake! Smells and tastes wonderful???Hope this helps",
20,Raja ji,Not helpful for weak digestion peoples.,3,25-Sep-19,"Powder is not bad but not suit me,give stomach ache and discomfort after eating.my digestion is very poor but muscleblaze raw whey 80 is very good for my digestive issue ,i observed the quality of muscleblaze raw 80 is better when ordering from flipkart,I don't know why from amazon powder is genuine but not good as from as Flipkart. But amazon's return policies are for better than Flipkart i feel safe to buy from amazon and i recommend to buy from amazon for this type products.Thanks",
21,Amazon Customer,PLEASE STAY AWAY FROM ORDERING HEALTH DRINKS FROM ONLINE PLATFORM FOR YOUR OWN GOOD!!!!!,1,16-Oct-20,"I am frequent buyer of this product when Iam in overseas .I ordered the same from INDIA.I would recommend - PLEASE STAY AWAY FROM ORDERING HEALTH DRINKS FROM ONLINE1) There is a Authentication process of this product, but the whole process is fake, because the health drink company does endorse the company which authenticates2) The Importers of this products is also not being endorsed by the original manufacture3) AMAZON will not take accountability on the genuinity of this product by stating there are Just a sale platform.4) The Avg rating in the website for the Overall Products and not separately sold in INDIA,so don?? go by it.Note: Even today I am a frequent buyer from Amazon, but I decided not to touch any food product from these online sources.",
22,akshay kumar,Genuine product,5,30-Dec-17,"Brought this product through the seller cloudtail. I checked through few ways and found it to be a genuine product.How to identify:1. Check if there is a hologram (golden colour) at the cap2. Look for the manufacturing details and batch code at the bottom of the bottle . It should be in blue colour . The manufacturing date should be of a difference of 2 years exactly .3. Check for any spelling mistakes4. Scan the QR code and make sure it leads to their original site .5. Inside the bottle , there will be a scoop and it should be in golden colour with the ON logo .6. The powder should be very light like a talcum powder .Hope this gives you a better idea to check whether it?? genuine .Thank you cloudtail for delivering it in one day and I hope this whey protein gives me a good result .",
23,sandeep,Genuine product,4,6-Oct-18,"I bought it from cloudtail india and its a genuine product. I have used it twice and it is good for fulfilling the protein content required by your body. I will recommend to those who are doing workout, gyming or exercises and require high protein content for muscle building. If you can complete your required protein content by food like eggs, chicken breasts, etc then there is no need of this protein powder. Therefore don?? buy it blindly, firstly do analyse your body protein needs, workout goals and daily protein intake you are getting currently then go for it. No issues with the product and the brand as it is 100% genuine of Optimum Nutrition.",
24,Anurag,Good Quality Whey Protein,5,25-Jul-22,I purchased this product multiple times. Tast is ok for me. I check the authenticity code and packing after doing all the outer inspection its time to check the inside stuff. As we all know pure protein is not heat soluble so I would take some water in a cup put 1 to 2 teaspoon of the whey protein powder mix it and put it in the microwave for 2 mins. After two mins you will find the powder has turned into solid in indian language it will be like (fata hua dudh). We are set and ready to use the product tension free and focus on working out and putting extra effort.,
25,Antra Maurya,Changes in Authenticity check,4,10-Jan-22,So I watched a lot of YouTube videos regarding ON authenticity.My product did not have an importer tag also there was no blue expiry date on the bottom.So I called ON customer support and the agent mentioned below points-1. Glanbia (importer) now imports raw material from US and packaging is done in India. I guess the plant is in Himachal and established some 6 months back.2. There will be no importer tag in new ON boxes.3. Expiry date and batch number is now printed on back of the box in a white space with black ink and not on the bottom.4.No vaccum cover on the lid intead a pasted seal.5. Check authenticity by the TRU SEAL (which we all do).,
26,Christopher raj,5lbs front packaging new form,4,25-Sep-18,"When I scan the code the product is genuine and the taste is as same as the previous product it is good this is my second on standard and the result is good while following the good diet the reason why I gave 4 star is the package is comes from 5lbs form but the protein is 24g, BCAA's is 5.5g,glutamine and glutamic acid is 4g that's why and overall the product is great (good)",
27,Ravish sharma,Beware!! Even cloudtail can't be trusted!!,1,8-Jan-22,"Please read this before purchasing!The scratch code written over the box was already tampered, so that you can't even authenticate the genuineness of this product.You can't return this product as well.Which means you have no other option but to regret.The scoop inside was also not the Golden coloured , but some transparent cheap one.",
28,Subba rao,bottom end of the bottle is clearly cut and attached later,1,25-Dec-21,"never buy this product from this seller , he is clearly tampering the bottom end of the bottle appears to be teared down and reattached with gum be carefull, i dont know why they were doing this but they broke the trust when they clearly tampered the bottle,i checked the genuity at the muscleblaze website and it is showing as genuine product , but the only problem is bottom end of the bottle is clearly cut and attached later,the product itself is very costly and it seems to be fake prduct , this seems to be a online product scam as i purched another product muscleblaze and had the same issue",
29,Amazon Customer,"May cause bloating, be aware",1,5-May-20,While it's rated to be a decent whey supplement but it may cause bloating especially for people who may not have a very strong digestive system which people usually don't. So be aware of that before buying this. Have bought it used it twice or thrice but now it's practically waste for me as I wont be consuming it considering it causes bloating every time,
30,Skt,Worst experience,1,13-Feb-21,"Ordered on 5 Feb and received 8 Feb .I could not authenticate the product and the customer care did the authentication of the product on my behalf ! I wonder what different procedure they did and it got authentication right as there are only 2 ways to do so ..I opened the jar and it had no seal in the inside to protect it from moisture ..I was not able to mix it well with the water ..The smell is something weird and also taste is something like a cough syrup nothing like a double chocolate..The consistency is too wattery after mixing.The 10 Days Return / Replacement is a total scam with this product , so don't believe what the tab below the product says! As you try to get it replaced or try to return it, they can only connect you to the Amazon customer care who in turn will ask  to mail and connect with the manufacturer.Overall not worth and a disappointment. Don't buy this product online !!",
31,sambit ghadei,Best choice,5,8-Aug-17,"It's a great product and 100% original. You can see if the product is fake or original by checking out its barcode, Qr code, golden seal on the top of the container and you can also check the  mfg date too.Awesome supplement",
32,Durgesh_Gnote,Good Product!,4,14-Feb-19,"As the headline says, i am not sure about the effect of this product on my body. This is my third box of ON protein shake and also i am pretty regular to the GYM since last 8-9 months. But frankly speaking, i do not see major improvements in my physique. I weigh around 74 kgs. I think i need to use it for couple years then i will be able to see some muscle growth. But this product is good. I like the taste and so far i have not had any issue with my digestive system (touchwood).  I will write another review once i see some muscle growth.",
33,Jayram Gowda,Best in class "the gold standard",5,10-Mar-21,I got it from cloudtail better buy it from cloudtail only because they sell original I got my gnc and ON too from cloudtail fast delivery great experience and 100% authentic product I've received it just now tastes like orignal well I had a doubt on it's authenticity because there was no crease line underneath the jar which should have been there so I contacted Glanbia they asked me the batch number and I provided them they cross checked the expiry and manufactured details and it was 100% GENIUNE PRODUCT don't worry if your 2 lbs once doesn't have a crease it's because of it's weight the crease mark haven been properly engraved beneath the jar it has a bitter aftertaste as all genuine double rich chocolate have...go for it if it's from cloudtail.Update: my 3rd jar from Amazon cloudtail and it's genuine.,
34,Ashok,Manufactured in India?,1,11-Sep-20,"Follow IG: bodybuilding_supplement_stackI was told by the customer care at amazon that ON was fully imported from either US or UK, the only place where they have manufacturing plants but a simple google search shows Tirupati Sports Nutrition company manufactures ON and other brands right here in India. The bottle looks authentic but the powder inside was a little off. Maybe it got damaged in Indian weather conditions. Or maybe it?? Indian ON. I don?? know. Definitely tasted different from the ON I??e been eating for years! Got a refund for it so I guess I shouldn?? complain. But got me thinking, why pay premium price for this product?",
35,Sandeep Kumar,Please don?? go with this one,1,1-Aug-22,"This is the worst product anyone can ever have.i got this product the very next day after placing order, but i received fake product, one can easily say that the product is fake just after seeing that, the scoop was missing as that also authentic the product having transparent scoop in it, there was a moisture in the product, it will not gonna mix with water.. i have Returned the samePlease don?? go with this",
36,Rachit Jauhari,Fake!!!!!,1,29 April 2019,"This is first time in last 8-9 years , I got a fake product from amazon. I used it believing its original but always felt a bitter taste at end. When a friend almost vomited after trying this, it raised a doubt. But still was not convinced fully that its fake. So ordered exact same product from other site then only i came to know its fake. And it also explained why there were always lumps, bad after taste and ocasional stomach ache. Thinking to sue amazon seller for playing with my health.",
37,Amazon Customer,Dissatisfied with the packaging.,3,13-Jul-20,"2lb. Rocky Road. My issue with this particular purchase was that the cap was not tightly shut, even though the seal was intact. Some powder leaked out. I could actually tighten the cap even without opening the seal. One thing I don't like about ON is that the tubs don't look premium and the seal system is inferior to the price we pay.About this purchase, I think it is genuine. I have checked the 6-digit code in the website. Moreover it looks, feels and tastes exactly like the ones I normally purchase in the UAE.About the flavor(Rocky Road), it is good, but I still think 'Double Rich Chocolate' and 'Chocolate Malt' are better.",
38,"Yogii, Y.",There's no gurrantee of genuinety unless you are buing from verifed importer.,3,14-Jun-21,"Before I say anything, know this. Food and Grocery safety in India is pure joke. There are no proper safety recommendations. Big corporations are selling extremely dangerous products to average Indians who don't know much and don't even bother to check if something's genuine or not, affecting the health negatively in long term.Saying this, Optimum Nutrition is from a reputed and trusted US based company. The product was indeed genuine.On Amazon.in, Make sure you're ordering from ONLY verified distributors :For example, Cloudtail India.Go to the official site of Optimum Nutrition to see how to check the authenticity of the product and register it.Impressions:The texture was kind of powdery.After trying the powder, sense of my taste and smell was gone for weeks. (Might not be related, just saying)",
39,Burhan SHABBIR Ahmed,Last 2 order from Cloudtail don't seem genuine.,3,21-May-21,"Not sure whether the product is pure / genuine. Last 2 orders received had transparent scoop (instead of golden scoop) with no sign of ON branding on it.The flavor wasn't very soothing, it is purely neutral this time, highly doubt if it has any double chocolate thing to it.The powder didn't blend well with the same amount of water I used earlier (only this time it would form some bubbles and rise only to settle after a while)However the outer package and seal vouch for it's authenticity, I highly doubt if the inner product had anything to do with ON.",
40,Sushil,Not at PAR as I found out the same product bought from SHOP,1,4-Mar-20,"I use ON as usual Whey Protein for myselfusually I buy it from Shop or from my instructor straight from GYM,  this was my first time I bought it online and didn't like the taste at all, the inside lid was missing but it was sealed with transparent plastic from outside quite STRANGE!!!this isnt as effective as what i experienced usually...cant really comment on the sancity of the product but for sure something is wrong with the box I received and doesnt worth even 100 bucks whereas I have paid morethan 2.5 k on itfor me I wasted my money and lesson learnt not to go online when it comes to shop Whey Protein or supplements",
41,George,"Scoop is different, not Golden .flavor rocky roads",2,14-Jul-21,"Product seems genuine. The only worry was the scoop is a transparent scoop with no logo on it. People who use Opitimum will be aware of the Golden scoop with Logo. I authenticated the product on Optimum website as well as had a call with the customer care- they told me due to environmental concerns the plastic  for the scoop is now transparent. Doesn't make sense at all? Taste wise is Ok.. flavours can be same as the actual rocky road, nor do other flavours except for the generic onces i.e vanilla, chocolate etc. Giving it 2 stars as of now, because of the scoop and the explanation given to me.",
42,Amazon Customer,"Product was tampered, Pls take this seriously",1,30-Jul-22,Bottom of the container was tampered. Clearly it can be seen that the bottom of container was cut with something and the original product was replaced.WARNING: It's about health and selling such faulty products can seriously impact health.So double check every sign of any anomaly in the product and even when you see a slight sign of fake/tampering simply return it. No chance with health at all.,
43,Anup,Excellent product excellent quality,5,17-Jan-21,I was concerned about all the fake products in the market. However I got original quality product from Amazon. The product is sold by Amazon Cloudtail which is why I took the risk of buying it online. All seals were proper and there was no tampering. The product itself is perfect and dissolved easily in water with some stirring.,
44,ARUNKUMAR BASKAR,Authenticity Checked. 100% original.,5,12-Mar-22,"I was hesitant at first to order after reading some reviews about the product being fake. But i still ordered with the faith I had on Amazon.  After I received the product & before opening it, i checked the authenticity with the Code and packaging. Everything checked out well. I verified the product at authenticateon.in. I'm glad I received the original product.",
45,Mahesh Parashar,Product is not correct one,1,1-Aug-22,"The media could not be loaded.
                



?Product code is unscratchable, i want to return this product i want to return",
46,vidhi mittal,Fake product,1,12-Sep-21,"The media could not be loaded.
                



?It is clearly a fake product. No blue message at the bottom. No outline in Whey name. Don't buy it online plz. Go to the store and purchase directly from there. It is clearly a fake product",
47,viralraj rathod,Just price too high as international but its works too,5,22-Jun-20,It's totally genuine after using for more than 1 months I saw it has result too as I follow diet too .. this can only help when u eat according to diet . It's good in digest pure taste nice mixibility and feel good in tummy no gas issues . Just price too high but its works too,
48,Jigar patel,Best whey protein powder,5,14-Aug-19,"First when u got your order confirm first it's original or not..but without open its not possible...easy steps-1) take one glass of water and insart half spoon of powder in it..then observe powder melt in water automatically...2)check spoon design & mark bottom side center small round design and Mark was Made in USA,3)Use Packing Sr.no. to check on website, it indicates original or not, 4)Cane packing-Sometimes spelling mistake in duplicate powder packing and It's design and colour shade was different as compare with original, 5) Always order on authorized distributor, Amazon was good option in India for ON products,6) If u have doubt to how to check then show the video on YouTube for Original ON whey protein powder, u will found lots of trick on it.",
49,Kantesh,Import it if possible,4,31-May-21,Flavor isn't the best. But actually it doesn't taste that gross. Rhey Haven't preserved it properly. It is exposed to more sunlight or heat. Any regular user of protein can say it. But it is good to start with. But I recommend my protein and not ON. On is better but if you have sources then import it,
50,Mr Right,Fake product check at home put into hot milk check result,1,17-May-20,I bought 2 time first time was orignal but after that i can say its a fake productAnd i going to tell you how you can check at home .Just warm milk and put one cup protein powder . Check result and share And its change into  as plastic. You unble to drink it after cool or hot conditions.Plz check at home as i told you 100% fake,
51,copper1106,High quality protein,5,27-May-21,"No problems with it. Tastes good, and does what is required. I haven't experienced any stomach problems etc, or nauseousness that comes with other protein shakes. This is a bit more expensive but I think it's worth it given the quality of the product.",
52,Sammy,Authentic product from cloudtail India,5,28-Jul-19,"Purchased it during prime sale. I made sure the seller was cloudtail India as so many sellers are there. Checked scratch code on bright commodities website and I've had it before so knew from mixability, taste and smell that product is authentic. Double rich chocolate is the best flavor hands down, specially if you don't like protein shake too sweet as it doesn't have sucralose. Mixability, taste, quality & results are best. No comparison.",
53,KHANJAN ANTANI,LOOKS LIKE A DUPLICATE PRODUCT,1,16-Feb-21,"I received the product and open the bottle today, ie on 16.02.2021. The top cover is found properly sealed with so called hologram but there is no sealed cover on tope of the bottle once you open the cover.  AND THERE IS NO SPOON INSIDE. This two points are enough to create a doubt in my mind.  Since, I opened it so would lik eto know can i replace/ get refund?",
54,Ankit Lashkari,Product is original,5,7 April 2021,"Product is original. Taste is good. Digestion depends on our stomach. Start with small quantity, then raise slowly. I try other protein as well, found this one as best one. Economic price as compared with other. Stop believing on myths roumours, no golden color scoop found inside, still product is original. I recommend to buy online by seller cloudtail india pvt ltd.Flavor is okThickness is goodCompletely made for beginners",
55,Haris khan,Not so good for me,4,25-May-21,"I think I feel bloated after having this regularly,But still I will recommend this to anyone who wants to have protein powder.If u have this regularly post workout then i must assure you that u will start seeing changes in ur body within 10 to 15 days.",
56,Rujuraaj,FAKE PRODUCT,1,19-Nov-19,"I guess I got a fake product. When I started using this I used to sweat a lot. My LDL levels increased because of this. I stopped immediately after two months of usuage. I did a little R&D thru YouTube about genuine product .I took my box again after a year and notice that a white MRP and discount sticker put in the place of bright commodities scratch code . I peeled that  sticker and notice the scratch card and  tried to scratch it . The ""scratch here"" was a hologram sticker and despite scratching, it didn't show any code . Please see the pic attached . The product expiry of my box is 08/19 and I still have half of the powder left.Amazon should really consider monitoring the fake products and consider the issue seriously and take action sellers. They are playing with health.",
57,Rohit,This product seems to be fake even though authentication pass,2,12-Aug-22,"Am using ON product since last 1 yr and well known abt it's quality. But this time I got fake product, it doesn't get absorb easily and doesn't dissolve in water completely. Product is double rich chocolate, but there is no chocolate taste at all. Since I started using this I have lost 1.5 kg even following other things as it is. Which again clearly shows the product as fake. Also my body doesn't look that pumped like it used to earlier.",
58,Raghavendra Nayak,Scam : Donot Buy - Adulterated powder but orginal container,1,20-Sep-21,"Seems like these guys open the container from bottom and fill in some Adulterated powder which is harmful for your health, that's why you can authenticate the container. Kindly don't buy this product. Raised a complaint in consumer forum.",
59,Your FaithFully,Fake Product!! Warning,1,28-Mar-22,"The original Packing doesn?? have seal pack cover while opening the lid, and the texts on the label is not the font ON uses stop fooling your customers",
60,Noel.Rodrigues,100% Authentic product - Go for it if you're a beginner,5,11-Aug-22,"This is for the first time and I was little skeptical about buying protein supplements online. However, I am not at all disappointed for the choice I made. I got a 100% genuine product (I checked the authenticity of the product by going to the ON authencity website). Go for it.",
61,Vineet Soliwal,Fake powder,1,29-Jun-21,"The seal on top of the container is broken. The powder doesn't dissolve in milk nor water. I tried shaking for 15 min with a shaker bottle as well. These people are playing with peoples health and lives. I wouldn't recommend anybody to buy this poison. If you value your health, stay away from this brand. Go for some other tried and trusted. This is nothing but poison",
62,Mehool S.,Not looking like usual,2,8-Sep-20,"I have been using ON product from past 3 years but this time when it delivered it was bit unusual as the packaging was not proper as when I just opened the seal the powder was spilling out , also the packaging colour was little different on the backside(not sure if ON have changed their packaging ) . Also I always use double chocolate so this time it tastes also different , I have texted the code to the given number for the authenticated it got verified as an original product though",
63,Girish Bhanushali,Bad packaging and product genuineness altered,1,15 April 2022,"The media could not be loaded.
                



?Packaging of the product is very bad and Aaso the product is clearly seen to been opened and sealed back at the bottom for which photos and video is attached.",
64,Spandan Dutta,No other brand can even come closer to ON!!,5,21-Mar-22,"Always buy from an authentic seller..I bought it from Cloudtail India,which is a verified seller on Amazon.Taste is mild(Double rich Chocolate) but I loved this taste quite much.As per effect,it's 10/10...Resolves post workout muscle pain over the night & if u get the authentic product,You will definitely fall in love with this brand.I will never try any other brand bcz after trying varieties of brand,ON seemed the best one & I have not a single complaint regarding this brand.",
65,Sam Tim,Whey ON rocks .,5,22-Jul-19,"This whey protein from ON on of the top brands in U.S like muscle tech provides muscle growth , which could be consumed pre and post work out , good for beginners and intermediate gym goers , I could find significant difference in my core muscle and lean muscle growth , remember this ain't a magic supplement , Ur food intake is equally important . I took the choice of whey ON because it suits my budget ,big player in market , better transparency , no side effects and effective . Remember you would need to be on continuous bwork out pattern inorder to see muscle growth , hit the gym every once in 2 or 3 days .",
66,naveen,Very impressive and genuine,5,20-Aug-21,"I carefully recorded the video, before opening the package. I checked every trade mark, symbols etc they are genuine and also verified AUTHENTIC CODE by sms. For me On is be far the genuine product.But i got transparent white scoop instead of gold, thats it",
67,AKSHAY K.,Nice Product!!!,4,25-Dec-18,"The taste is really good. Mixes well with water and I advise those who want to achieve better results to use a blender and blend in some nuts along with the protein powder and drink it with water.I am using this product for 3 months and I have got it from Cloudtail. They sell original product.You can see results only if you do good workout like Gym or Swimming. Otherwise, it is waste of money, as it is only supplement!",
68,Binit Pradhan,One of the best supplements out there but do check for its authenticity before use??,4,27 April 2019,"This is the second time I have bought this & upon checking on bright commodities site for its authenticity it said it's genuine. I don't know how true that is but it looks & tastes like a genuine product. So I request all my fellow friends/customers who buy this, to thoroughly check for authenticity & if you feel something's fishy don't hesitate to return/replace!! ?? Plz don't compromise with your health. And yes,do check for its expiry too??",
69,Nilay Sahu,Best Whey Protein,5,13-Sep-19,"Have experienced transformation in the first week of use itself. And it's a genuine product.I highly recommend.There are two scratch code for authentication of the product. First is from On Nutrition itself, and second is from seller Bright Commodities.Both codes are different and authenticated on the respective websites.",
